TR4164,40,JobCat7,married,primary,no,1082,yes,no,unknown,30,may,2,-1,0,unknown,yes
TR4165,42,JobCat10,divorced,secondary,no,1713,yes,no,unknown,30,may,2,-1,0,unknown,yes
TR4168,46,JobCat6,divorced,tertiary,no,14481,yes,no,unknown,30,may,1,-1,0,unknown,yes
TR4198,33,JobCat9,divorced,secondary,no,5724,yes,no,unknown,30,may,10,-1,0,unknown,yes
TR4214,50,JobCat10,married,secondary,no,3674,yes,no,unknown,30,may,3,-1,0,unknown,yes
TR4238,30,JobCat9,single,secondary,no,562,yes,no,unknown,30,may,3,-1,0,unknown,yes
TR4249,46,JobCat6,single,tertiary,no,2904,yes,no,unknown,30,may,2,-1,0,unknown,yes
TR4257,24,JobCat6,single,tertiary,no,1004,yes,no,unknown,30,may,2,-1,0,unknown,yes
TR4279,45,JobCat9,single,secondary,no,410,yes,no,unknown,30,may,4,-1,0,unknown,yes
TR4286,53,JobCat4,single,secondary,no,62,yes,no,unknown,30,may,5,-1,0,unknown,yes
TR4302,25,JobCat3,married,primary,no,416,yes,no,unknown,30,may,2,-1,0,unknown,yes
TR4332,37,JobCat6,married,tertiary,no,2763,yes,no,unknown,2,jun,2,-1,0,unknown,yes
TR4364,30,JobCat9,married,secondary,no,696,yes,no,unknown,2,jun,1,-1,0,unknown,yes
TR4401,34,JobCat6,single,tertiary,no,-78,yes,no,unknown,2,jun,1,-1,0,unknown,yes
TR4414,33,JobCat6,married,tertiary,no,867,yes,no,unknown,2,jun,3,-1,0,unknown,yes
TR4474,30,JobCat3,married,primary,no,415,yes,no,unknown,2,jun,4,-1,0,unknown,yes
TR4512,27,JobCat3,single,secondary,no,260,yes,no,unknown,2,jun,14,-1,0,unknown,yes
TR4513,44,JobCat6,divorced,tertiary,yes,-411,yes,no,unknown,2,jun,4,-1,0,unknown,yes
TR4534,30,JobCat9,single,secondary,no,1279,yes,no,unknown,3,jun,3,-1,0,unknown,yes
TR4574,43,JobCat4,married,secondary,no,0,no,no,unknown,3,jun,7,-1,0,unknown,yes
TR4602,35,JobCat7,single,secondary,no,278,yes,no,unknown,3,jun,3,-1,0,unknown,yes
TR4621,21,JobCat7,single,secondary,no,425,yes,no,unknown,3,jun,1,-1,0,unknown,yes
TR4627,24,JobCat3,single,secondary,yes,-36,yes,no,unknown,3,jun,2,-1,0,unknown,yes
TR4657,45,JobCat7,single,primary,no,1893,yes,no,unknown,3,jun,6,-1,0,unknown,yes
TR4670,33,JobCat11,married,secondary,no,-87,yes,no,unknown,3,jun,7,-1,0,unknown,yes
TR4701,30,JobCat9,single,tertiary,no,6281,yes,no,unknown,3,jun,4,-1,0,unknown,yes
TR4709,45,JobCat6,divorced,secondary,no,644,yes,no,unknown,4,jun,1,-1,0,unknown,yes
TR4723,31,JobCat3,single,secondary,no,76,yes,no,unknown,4,jun,4,-1,0,unknown,yes
TR4726,27,JobCat7,single,secondary,no,-271,yes,no,unknown,4,jun,1,-1,0,unknown,yes
TR4728,36,JobCat3,married,primary,no,5839,yes,no,unknown,4,jun,2,-1,0,unknown,yes
TR4745,21,JobCat3,single,secondary,no,492,yes,no,unknown,4,jun,1,-1,0,unknown,yes
TR4758,25,JobCat6,single,tertiary,no,99,yes,no,unknown,4,jun,2,-1,0,unknown,yes
TR4761,25,JobCat6,single,tertiary,yes,-713,yes,no,unknown,4,jun,2,-1,0,unknown,yes
TR4770,34,JobCat3,married,primary,no,403,yes,no,unknown,4,jun,1,-1,0,unknown,yes
TR4806,33,JobCat11,divorced,secondary,no,437,yes,no,unknown,4,jun,1,-1,0,unknown,yes
TR4879,34,JobCat3,married,secondary,no,1772,no,no,unknown,5,jun,1,-1,0,unknown,yes
TR4888,59,JobCat2,married,secondary,no,0,no,no,unknown,5,jun,1,-1,0,unknown,yes
TR4893,59,JobCat2,divorced,primary,no,-88,yes,no,unknown,5,jun,2,-1,0,unknown,yes
TR4898,58,JobCat4,married,tertiary,no,853,no,no,unknown,5,jun,2,-1,0,unknown,yes
TR4909,35,JobCat6,single,tertiary,no,240,no,no,unknown,5,jun,1,-1,0,unknown,yes
TR4915,46,JobCat11,single,secondary,no,849,yes,no,unknown,5,jun,2,-1,0,unknown,yes
TR4936,36,JobCat7,divorced,secondary,no,61,no,no,unknown,5,jun,1,-1,0,unknown,yes
TR4943,53,JobCat1,married,primary,no,104,no,yes,unknown,5,jun,1,-1,0,unknown,yes
TR4950,47,JobCat3,married,secondary,no,1996,no,no,unknown,5,jun,2,-1,0,unknown,yes
TR4980,33,JobCat8,married,secondary,no,188,yes,yes,unknown,5,jun,2,-1,0,unknown,yes
TR4984,36,JobCat11,single,secondary,no,3239,no,no,unknown,5,jun,2,-1,0,unknown,yes
TR4998,50,JobCat9,married,secondary,no,416,yes,no,unknown,5,jun,5,-1,0,unknown,yes
TR5012,33,JobCat3,married,secondary,no,860,yes,no,unknown,5,jun,4,-1,0,unknown,yes
TR5041,33,JobCat1,single,secondary,no,1015,yes,no,unknown,5,jun,2,-1,0,unknown,yes
TR5068,24,JobCat11,married,secondary,no,710,yes,yes,unknown,6,jun,2,-1,0,unknown,yes
TR5073,35,JobCat3,married,unknown,no,1508,no,yes,unknown,6,jun,2,-1,0,unknown,yes
TR5100,28,JobCat11,single,secondary,no,223,yes,no,unknown,6,jun,11,-1,0,unknown,yes
TR5104,26,JobCat9,single,secondary,yes,-1042,yes,no,unknown,6,jun,2,-1,0,unknown,yes
TR5132,35,JobCat7,divorced,secondary,no,319,yes,no,unknown,6,jun,3,-1,0,unknown,yes
TR5177,47,JobCat11,divorced,secondary,no,295,yes,no,unknown,6,jun,2,-1,0,unknown,yes
TR5226,34,JobCat8,married,secondary,no,1245,yes,no,unknown,6,jun,9,-1,0,unknown,yes
TR5336,36,JobCat9,married,primary,no,217,yes,no,unknown,9,jun,6,-1,0,unknown,yes
TR5340,48,JobCat3,divorced,primary,no,183,no,no,unknown,9,jun,1,-1,0,unknown,yes
TR5368,36,JobCat9,divorced,tertiary,no,1805,no,no,unknown,9,jun,2,-1,0,unknown,yes
TR5388,34,JobCat8,single,tertiary,no,4844,no,no,unknown,9,jun,3,-1,0,unknown,yes
TR5422,41,JobCat11,single,secondary,no,812,no,yes,unknown,11,jun,4,-1,0,unknown,yes
TR5431,37,JobCat6,married,tertiary,no,-190,no,yes,unknown,11,jun,8,-1,0,unknown,yes
TR5447,57,JobCat1,married,primary,no,625,no,yes,unknown,11,jun,1,-1,0,unknown,yes
TR5452,52,JobCat2,married,unknown,no,293,no,no,unknown,11,jun,1,-1,0,unknown,yes
TR5473,59,JobCat2,married,unknown,no,1033,no,no,unknown,11,jun,1,-1,0,unknown,yes
TR5477,56,JobCat3,married,secondary,no,1210,no,no,unknown,11,jun,1,-1,0,unknown,yes
TR5480,49,JobCat6,married,tertiary,no,64,no,no,unknown,11,jun,1,-1,0,unknown,yes
TR5516,34,JobCat10,married,secondary,no,1766,no,no,unknown,11,jun,2,-1,0,unknown,yes
TR5554,55,JobCat3,married,secondary,no,0,no,no,unknown,12,jun,2,-1,0,unknown,yes
TR5625,48,JobCat3,married,secondary,no,1000,yes,no,unknown,12,jun,2,-1,0,unknown,yes
TR5627,25,JobCat11,single,secondary,no,18188,yes,no,unknown,12,jun,17,-1,0,unknown,yes
TR5640,48,JobCat6,divorced,tertiary,no,503,no,yes,unknown,12,jun,7,-1,0,unknown,yes
TR5648,22,JobCat3,single,secondary,yes,-203,yes,no,unknown,12,jun,3,-1,0,unknown,yes
TR5666,49,JobCat3,married,primary,no,361,yes,no,unknown,16,jun,2,-1,0,unknown,yes
TR5673,34,JobCat3,married,secondary,no,274,yes,no,unknown,16,jun,11,-1,0,unknown,yes
TR5679,36,JobCat3,married,secondary,no,1627,no,no,unknown,16,jun,9,-1,0,unknown,yes
TR5701,42,JobCat4,single,unknown,no,323,no,no,unknown,16,jun,1,-1,0,unknown,yes
TR5711,34,JobCat7,married,secondary,no,981,no,no,unknown,16,jun,1,-1,0,unknown,yes
TR5713,34,JobCat3,divorced,secondary,no,638,yes,no,unknown,16,jun,2,-1,0,unknown,yes
TR5772,51,JobCat3,married,secondary,no,33,no,yes,unknown,16,jun,3,-1,0,unknown,yes
TR5863,47,JobCat6,married,secondary,no,2892,no,no,unknown,17,jun,1,-1,0,unknown,yes
TR5925,56,JobCat6,divorced,tertiary,no,4266,yes,no,unknown,17,jun,4,-1,0,unknown,yes
TR5943,37,JobCat3,married,primary,no,2303,yes,no,unknown,17,jun,3,-1,0,unknown,yes
TR6019,51,JobCat2,married,primary,no,67,no,no,unknown,18,jun,1,-1,0,unknown,yes
TR6022,37,JobCat8,single,tertiary,no,426,no,no,unknown,18,jun,1,-1,0,unknown,yes
TR6037,25,JobCat11,married,secondary,no,-97,yes,no,unknown,18,jun,2,-1,0,unknown,yes
TR6065,41,JobCat6,single,tertiary,no,11008,no,no,unknown,18,jun,1,-1,0,unknown,yes
TR6096,41,JobCat4,married,secondary,no,707,no,no,unknown,18,jun,1,-1,0,unknown,yes
TR6097,31,JobCat9,married,secondary,no,4,yes,yes,unknown,18,jun,2,-1,0,unknown,yes
TR6099,46,JobCat11,married,secondary,no,126,no,no,unknown,18,jun,1,-1,0,unknown,yes
TR6114,44,JobCat1,single,primary,no,1059,no,no,unknown,18,jun,1,-1,0,unknown,yes
TR6117,29,JobCat3,married,secondary,no,671,yes,no,unknown,18,jun,4,-1,0,unknown,yes
TR6200,41,JobCat3,divorced,secondary,no,3622,no,no,unknown,19,jun,4,-1,0,unknown,yes
TR6211,55,JobCat2,divorced,secondary,no,1580,no,yes,unknown,19,jun,1,-1,0,unknown,yes
TR6234,53,JobCat9,married,secondary,no,1319,no,no,unknown,19,jun,3,-1,0,unknown,yes
TR6241,40,JobCat4,married,tertiary,yes,0,no,no,unknown,19,jun,4,-1,0,unknown,yes
TR6276,52,JobCat2,divorced,tertiary,no,-309,yes,no,unknown,19,jun,2,-1,0,unknown,yes
TR6294,42,JobCat3,single,secondary,no,625,no,no,unknown,19,jun,3,-1,0,unknown,yes
TR6295,41,JobCat3,married,primary,no,246,no,no,unknown,19,jun,3,-1,0,unknown,yes
TR6297,25,JobCat3,married,secondary,no,61,yes,no,unknown,19,jun,1,-1,0,unknown,yes
TR6304,23,JobCat3,single,secondary,no,-191,yes,no,unknown,19,jun,7,-1,0,unknown,yes
TR6338,43,JobCat10,married,primary,no,519,no,no,unknown,20,jun,2,-1,0,unknown,yes
TR6344,48,JobCat6,married,tertiary,no,5320,yes,no,unknown,20,jun,1,-1,0,unknown,yes
TR6358,24,JobCat3,single,secondary,no,-46,yes,no,unknown,20,jun,7,-1,0,unknown,yes
TR6361,52,JobCat2,married,tertiary,no,2269,no,no,unknown,20,jun,1,-1,0,unknown,yes
TR6376,54,JobCat7,married,unknown,no,386,no,yes,unknown,20,jun,1,-1,0,unknown,yes
TR6401,42,JobCat9,married,tertiary,no,-215,no,no,unknown,20,jun,5,-1,0,unknown,yes
TR6410,47,JobCat9,married,tertiary,no,1694,no,yes,unknown,20,jun,3,-1,0,unknown,yes
TR6477,49,JobCat7,divorced,secondary,no,947,no,no,unknown,20,jun,2,-1,0,unknown,yes
TR6485,43,JobCat3,single,secondary,no,740,yes,no,unknown,20,jun,2,-1,0,unknown,yes
TR6577,40,JobCat3,married,secondary,no,1009,yes,yes,unknown,20,jun,5,-1,0,unknown,yes
TR6587,36,JobCat7,divorced,unknown,no,6360,no,no,unknown,20,jun,2,-1,0,unknown,yes
TR6632,34,JobCat10,married,tertiary,no,4145,no,no,unknown,20,jun,4,-1,0,unknown,yes
TR6638,43,JobCat6,married,tertiary,no,149,yes,no,unknown,23,jun,2,-1,0,unknown,yes
TR6650,23,JobCat3,single,primary,no,52,yes,no,unknown,24,jun,2,-1,0,unknown,yes
TR6675,28,JobCat9,married,tertiary,no,526,yes,yes,unknown,26,jun,3,-1,0,unknown,yes
TR6691,25,JobCat3,married,primary,no,-413,no,yes,unknown,27,jun,6,-1,0,unknown,yes
TR6741,41,JobCat3,single,secondary,no,75,yes,no,unknown,1,jul,9,-1,0,unknown,yes
TR6763,35,JobCat9,single,tertiary,no,0,no,no,unknown,1,jul,2,-1,0,unknown,yes
TR6765,25,JobCat9,single,secondary,no,158,no,no,unknown,1,jul,2,-1,0,unknown,yes
TR6786,27,JobCat7,single,secondary,no,84,no,yes,unknown,3,jul,3,-1,0,unknown,yes
TR6795,31,JobCat7,married,secondary,no,114,no,yes,unknown,3,jul,1,-1,0,unknown,yes
TR6845,27,JobCat7,single,primary,no,339,no,no,unknown,4,jul,3,-1,0,unknown,yes
TR6847,44,JobCat3,married,secondary,no,1697,yes,no,unknown,4,jul,2,-1,0,unknown,yes
TR6851,26,JobCat3,single,secondary,no,-127,yes,no,cellular,4,jul,3,-1,0,unknown,yes
TR6862,55,JobCat3,married,secondary,no,49,yes,no,cellular,7,jul,4,-1,0,unknown,yes
TR6863,51,JobCat9,married,secondary,no,216,no,no,cellular,7,jul,2,-1,0,unknown,yes
TR6885,37,JobCat9,single,secondary,no,506,yes,no,cellular,7,jul,2,-1,0,unknown,yes
TR6889,42,JobCat3,divorced,primary,no,213,yes,no,cellular,7,jul,3,-1,0,unknown,yes
TR6903,45,JobCat9,married,secondary,no,879,no,no,cellular,7,jul,2,-1,0,unknown,yes
TR6907,46,JobCat10,married,secondary,no,926,no,no,cellular,7,jul,5,-1,0,unknown,yes
TR6923,30,JobCat8,single,tertiary,no,2559,no,no,cellular,7,jul,1,-1,0,unknown,yes
TR6924,30,JobCat11,married,secondary,no,1604,no,yes,cellular,7,jul,1,-1,0,unknown,yes
TR6941,45,JobCat11,divorced,secondary,no,-176,no,yes,cellular,7,jul,1,-1,0,unknown,yes
TR6963,59,JobCat3,divorced,primary,no,1265,no,yes,cellular,7,jul,1,-1,0,unknown,yes
